0.30267000e1,0.100e1,0.100e1,0.91180000e0,0.91180000e0
0.20835000e1,0.200e1,0.100e1,0.00000000e0,0.91180000e0
0.15583000e1,0.200e1,0.200e1,0.00000000e0,0.00000000e0
0.38944800e2,0.300e1,0.100e1,0.00000000e0,0.91180000e0
0.22150800e2,0.300e1,0.200e1,0.00000000e0,0.00000000e0
0.11634454e4,0.300e1,0.300e1,0.00000000e0,0.00000000e0
0.24441500e2,0.400e1,0.100e1,0.00000000e0,0.91180000e0
0.14824600e2,0.400e1,0.200e1,0.00000000e0,0.00000000e0
0.49461900e3,0.400e1,0.300e1,0.00000000e0,0.00000000e0
0.25748630e3,0.400e1,0.400e1,0.00000000e0,0.00000000e0
0.17314300e2,0.500e1,0.100e1,0.00000000e0,0.91180000e0
0.11097500e2,0.500e1,0.200e1,0.00000000e0,0.00000000e0
0.28373080e3,0.500e1,0.300e1,0.00000000e0,0.00000000e0
0.16159710e3,0.500e1,0.400e1,0.00000000e0,0.00000000e0
0.10717770e3,0.500e1,0.500e1,0.00000000e0,0.00000000e0
0.12140200e2,0.600e1,0.100e1,0.00000000e0,0.91180000e0
0.81841000e1,0.600e1,0.200e1,0.00000000e0,0.00000000e0
0.16990300e3,0.600e1,0.300e1,0.00000000e0,0.00000000e0
0.10295600e3,0.600e1,0.400e1,0.00000000e0,0.00000000e0
0.71279400e2,0.600e1,0.500e1,0.00000000e0,0.00000000e0
0.49113000e2,0.600e1,0.600e1,0.00000000e0,0.00000000e0
0.87171000e1,0.700e1,0.100e1,0.00000000e0,0.91180000e0
0.61380000e1,0.700e1,0.200e1,0.00000000e0,0.00000000e0
0.10848540e3,0.700e1,0.300e1,0.00000000e0,0.00000000e0
0.68645800e2,0.700e1,0.400e1,0.00000000e0,0.00000000e0
0.49113200e2,0.700e1,0.500e1,0.00000000e0,0.00000000e0
0.34814600e2,0.700e1,0.600e1,0.00000000e0,0.00000000e0
0.25268500e2,0.700e1,0.700e1,0.00000000e0,0.00000000e0
0.67180000e1,0.800e1,0.100e1,0.00000000e0,0.91180000e0
0.48949000e1,0.800e1,0.200e1,0.00000000e0,0.00000000e0
0.76961300e2,0.800e1,0.300e1,0.00000000e0,0.00000000e0
0.50125200e2,0.800e1,0.400e1,0.00000000e0,0.00000000e0
0.36724700e2,0.800e1,0.500e1,0.00000000e0,0.00000000e0
0.26592900e2,0.800e1,0.600e1,0.00000000e0,0.00000000e0
0.19654600e2,0.800e1,0.700e1,0.00000000e0,0.00000000e0
0.15505900e2,0.800e1,0.800e1,0.00000000e0,0.00000000e0
0.51616000e1,0.900e1,0.100e1,0.00000000e0,0.91180000e0
0.38825000e1,0.900e1,0.200e1,0.00000000e0,0.00000000e0
0.55093300e2,0.900e1,0.300e1,0.00000000e0,0.00000000e0
0.36745300e2,0.900e1,0.400e1,0.00000000e0,0.00000000e0
0.27482100e2,0.900e1,0.500e1,0.00000000e0,0.00000000e0
0.20282700e2,0.900e1,0.600e1,0.00000000e0,0.00000000e0
0.15241800e2,0.900e1,0.700e1,0.00000000e0,0.00000000e0
0.12183400e2,0.900e1,0.800e1,0.00000000e0,0.00000000e0
0.96916000e1,0.900e1,0.900e1,0.00000000e0,0.00000000e0
0.40112000e1,0.100e2,0.100e1,0.00000000e0,0.91180000e0
0.31025000e1,0.100e2,0.200e1,0.00000000e0,0.00000000e0
0.40473100e2,0.100e2,0.300e1,0.00000000e0,0.00000000e0
0.27486700e2,0.100e2,0.400e1,0.00000000e0,0.00000000e0
0.20902200e2,0.100e2,0.500e1,0.00000000e0,0.00000000e0
0.15674000e2,0.100e2,0.600e1,0.00000000e0,0.00000000e0
0.11947900e2,0.100e2,0.700e1,0.00000000e0,0.00000000e0
0.96606000e1,0.100e2,0.800e1,0.00000000e0,0.00000000e0
0.77691000e1,0.100e2,0.900e1,0.00000000e0,0.00000000e0
0.62896000e1,0.100e2,0.100e2,0.00000000e0,0.00000000e0
0.46823200e2,0.110e2,0.100e1,0.00000000e0,0.91180000e0
0.26862800e2,0.110e2,0.200e1,0.00000000e0,0.00000000e0
0.13673272e4,0.110e2,0.300e1,0.00000000e0,0.00000000e0
0.58745630e3,0.110e2,0.400e1,0.00000000e0,0.00000000e0
0.33872120e3,0.110e2,0.500e1,0.00000000e0,0.00000000e0
0.20376310e3,0.110e2,0.600e1,0.00000000e0,0.00000000e0
0.13065630e3,0.110e2,0.700e1,0.00000000e0,0.00000000e0
0.93026300e2,0.110e2,0.800e1,0.00000000e0,0.00000000e0
0.66842300e2,0.110e2,0.900e1,0.00000000e0,0.00000000e0
0.49279900e2,0.110e2,0.100e2,0.00000000e0,0.00000000e0
